Event ID,Event Date,Start Time,End Time,Event Name,Event Short Name,Event Description,Event Location,Admission,Alternate Event Location
3282,09/29/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3340,09/29/2016,8:00 AM,4:00 PM,Help Fight AIDS through Books and Music,Books and Music Sale,You can support Help Fight AIDS Through Books and Music  by attending and participating in our local and on-line fund raising activities as well as those of the Alliance for Positive Health.,On the Concourse by the bus turn,FREE Lots of great prices on books and records, 
3340,09/28/2016,8:00 AM,4:00 PM,Help Fight AIDS through Books and Music,Books and Music Sale,You can support Help Fight AIDS Through Books and Music  by attending and participating in our local and on-line fund raising activities as well as those of the Alliance for Positive Health.,On the Concourse by the bus turn,FREE Lots of great prices on books and records, 
3277,09/28/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3340,09/27/2016,8:00 AM,4:00 PM,Help Fight AIDS through Books and Music,Books and Music Sale,You can support Help Fight AIDS Through Books and Music  by attending and participating in our local and on-line fund raising activities as well as those of the Alliance for Positive Health.,On the Concourse by the bus turn,FREE Lots of great prices on books and records, 
3300,08/13/2016,11:00 AM,12:00 PM,Weekend Capitol Tours,Weekend Capitol Tours,Capitol Tours on the Weekend,Starts at the Visitor's Center on the Concourse,FREE - Pre-Registration requird, 
2617,11/22/2012, , ,Thanksgiving Day,THANKSGIVING, ,, , 
3277,09/23/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3282,09/22/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3277,09/21/2016,10:00AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3330,09/21/2016,10:00 AM,2:00 PM,Oktober Festival 2016,Oktober Festival,"Come celebrate a German tradition with crafts  food and beverage.  Bring a friend and enjoy the afternoon ""German-style""!  The Oktoberfest is known as the largest Volksfest (People's Fair) in the World.  Ours is slightly smaller in size but the ""fun and food"" are just as good.  There will also be music provided by Herb Liebenhagen.",In the Concourse,FREE to Attend, 
3335,09/18/2016,8:00 AM,12:00 PM,Tunnel to Towers Climb,Tunnels to Towers Climb,Fundraiser Stair Climb for the Fallen Men and Women whose lives were lost on September 11th  2001.,Empire State Plaza at the Corning Tower,Fundraiser, 
3334,09/17/2016,10:00 AM,3:00 PM,Back to School Expo,Back to School Expo,Join Us for the largest Back to School Expo in the Northeast. From 10 am to 3 pm thousands of families will enjoy ongoing entertainment  hands on STEM (Science Technology Engineering and Math) experiments  interactive exhibits  celebrity appearances and so much more! Hey parents youll have a chance to learn about STEM related courses and programs that will set your child on the right learning path! From coding to cyber security  everyone walks away with new insight.,Convention Center at the Empire State Plaza,General Admission $7.00  Autographed $20.00-$25.00, 
3277,09/16/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3282,09/15/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3277,09/14/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3336,09/14/2016,4:00 PM,8:00 PM,The American Cancer Society - Lights of Hope,Lights of Hope,Lights of Hope is a celebration that includes music  the option for Relay For Life laps around the reflecting pool plaza and culminates in an outdoor luminaria ceremony on the museum steps spelling the word HOPE to honor or remember friends and family.,Empire State Plaza -On the Plaza,$20.00 Admission Fee, 
3255,09/10/2016,5:00 PM,10:00 PM,Hispanic Heritage Celebration,Hispanic Celebration,Celebrate Hispanic Heritage Month with this tribute to Latin culture. Rich in tradition  the Hispanic community comes together at the Empire State Plaza Convention Center for a colorful pageantry of live music  dance  food  and family friendly activities.  ENTERTAINMENT IN THE PROCESS OF BOOKING - CHECK BACK SOON!,Inside at the Empire State Plaza Convention Center  Albany,FREE, 
3277,09/09/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3282,09/08/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3294,09/07/2016,10:00 AM,2:00 PM,Summer Art on the Plaza,Summer Art on the Plaza,Come to an indoor craft market with handmade and commercial products  fine arts and crafts  clothing and accessories  books  general merchandise and so much more.  There is something for everyone!,Outside on the Plaza,FREE, 
3300,08/13/2016,1:00 PM,2:00 PM,Weekend Capitol Tours,Weekend Capitol Tours,Capitol Tours on the Weekend,Starts at the Visitor's Center on the Concourse,FREE - Pre-Registration requird, 
3277,09/07/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3191,09/07/2016,12:00 PM,12;30 PM,Curatorial Art Tour - Empire State Plaza Collection,ESP Art Tour,"Tours will be every 1st Wednesday of the Month.  These are ""lunch-time"" tours - from 12:00 PM to 12:30 PM.  You will see and learn about the pieces from Empire State Plaza Art Collection.",MEET at NOON at the Visitor's Center on the Concourse,FREE, 
3326,09/05/2016, , ,Labor Day 2016,Labor Day 2016,Labor Day 2016  also known as Labour Day  is a federal holiday observed annually on the first Monday of September. Originally it was a day organized to celebrate various labor associations' strengths and their contributions to the United States economy and presently it is a day that gives workers a day of rest and celebrates their contribution to the American economy. It is the Monday of the long weekend known as Labor Day 2016 Weekend and it is considered the unofficial end of summer.,USA, , 
3277,09/02/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3282,09/01/2016,10:00AM,11:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3277,08/31/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3329,08/31/2016,8:00 PM,11:00 PM,Capitol Park After Dark: Wizard of Oz,Wizard of Oz Free Movie,Although theres no place like home  it will be worth the visit to West Capitol Park to view this magical  colorful  unique fantasy that has melted hearts for more than seven decades with its indelible melodies and timeless themes. The move stars Judy Garland  Ray Bolger  Jack Haley  Bert Lahr  Frank Morgan  Billie Burke  and Margaret Hamilton.  Tonights event will Meet in Meeting Room 6 due to inclement weather.,Due to Inclement weather the movie will be in Meeting Room 6 in the Concourse,FREE, 
3312,08/26/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/26/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,08/26/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3282,08/25/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3312,08/25/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/25/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/24/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/24/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3328,08/24/2016,8:00 PM,11:00 PM,Capitol Park After Dark: Gaslight,West Capitol Park Movie,In this 1940s mystery-thriller starring Charles Boyer  Ingrid Bergman  and Joseph Cotton  a young woman moves back with her new husband into the house her aunt was murdered in years ago. However  he has a secret that he will do anything to protect  even if it means driving his wife insane.,West Capitol Park,FREE, 
3277,08/24/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3312,08/23/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/23/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/22/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/22/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/19/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/19/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,08/19/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3282,08/18/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3312,08/18/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/18/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3327,08/17/2016,8:00 PM,11:00 PM,Movie Night - Capitol Park After Dark: Big Hero 6,Big Hero 6 FREE Movie,Big Hero 6 is an action-packed comedy adventure that introduces Baymax  a lovable  personal companion robot  who forms a special bond with robotics prodigy Hiro Hamada. When a devastating turn of events catapults them into the midst of a dangerous plot unfolding in the streets of San Fransokyo  Hiro turns to Baymax and his diverse group of friends adrenaline junkie Go Go Tomago  neatnik Wasabi  chemistry whiz Honey Lemon and fanboy Fred  who transform into a band of unlikely heroes.,West Capitol Park,FREE, 
3312,08/17/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/17/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,08/17/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3312,08/16/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/16/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/15/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
2830,03/26/2014,10:00 am,2:00 pm,Deferred Comp Info Table,Deferred Comp, ,Postal Corridor, , 
3312,08/12/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,08/12/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3312,08/11/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/11/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3282,08/11/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3294,08/10/2016,10:00 AM,2:00 PM,Summer Art on the Plaza,Summer Art on the Plaza,Come to an indoor craft market with handmade and commercial products  fine arts and crafts  clothing and accessories  books  general merchandise and so much more.  There is something for everyone!,Outside on the Plaza,FREE, 
3312,08/10/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/10/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,08/10/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3253,08/10/2016,11:00 AM,9:00 PM,New York State Food Festival,NYS Food Festival,With nearly 100 food vendors to choose from  15 000 people annually flock to the Plaza Food Festival for lunch  dinner  or both. They come for the food and stay for a day of live musical entertainment. The Food Festival showcases New York producers and specialty products  New York State beers  and the popular Farmers Market.  ENTERTAINMENT IN THE PROCESS OF BOOKING - CHECK BACK SOON!,Outside on the Empire State Plaza,Free, 
3312,08/09/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/09/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/08/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/08/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3254,08/06/2016,2:00 PM,7:00 PM,Black Arts and Cultural Festival 2016,Black Arts and Cultural,Join us in a celebration through music  art  dance and activities of the diverse history and culture of the people of the African Diaspora.ENTERTAINMENT IN THE PROCESS OF BOOKING - CHECK BACK SOON!,Outside on the Empire State Plaza,FREE, 
3277,08/05/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3312,08/05/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/05/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/04/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/04/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3282,08/04/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3312,08/03/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/03/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,08/03/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3191,08/03/2016,12:00 PM,12:30 PM,Curatorial Art Tour - Empire State Plaza Collection,ESP Art Tour,"Tours will be every 1st Wednesday of the Month.  These are ""lunch-time"" tours - from 12:00 PM to 12:30 PM.  You will see and learn about the pieces from Empire State Plaza Art Collection.",MEET at NOON at the Visitor's Center on the Concourse,FREE, 
3312,08/02/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/02/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/01/2016,11:15 AM,1:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,08/01/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/29/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/29/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,07/29/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3312,07/28/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/28/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3282,07/28/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3310,07/27/2016,11:00 AM,2:00 PM,Market Makes on the Plaza,Market Makes,Mix the Cornerston with the Farmer's Market and see what Mazzone Hospitality Market MakesCelebration of Corn:Our Favorite Local and Seasonal Vegetable.,Cornerstone Restaurant by Mazzone Hospitality of the Plaza by the Egg,Open to the Public, 
3168,12/17/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
